성인/소아,신체계통,증상,1/2차 구분,KTAS 단계,고려사항
성인,임신 / 여성생식계,질 출혈,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,질 출혈,1차,1,쇼크
성인,임신 / 여성생식계,질 출혈,1차,1,무의식
성인,임신 / 여성생식계,질 출혈,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,질 출혈,1차,2,혈역학적 장애
성인,임신 / 여성생식계,질 출혈,1차,2,의식변화
성인,임신 / 여성생식계,질 출혈,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,질 출혈,1차,2,패혈증 의증
성인,임신 / 여성생식계,질 출혈,1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,질 출혈,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,임신 / 여성생식계,질 출혈,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,질 출혈,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,질 출혈,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,질 출혈,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,질 출혈,1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,질 출혈,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,임신 / 여성생식계,질 출혈,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,질 출혈,1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,질 출혈,2차,1,임신과 관련된 다량의 질 출혈
성인,임신 / 여성생식계,질 출혈,2차,2,임신과 관련없는 다량의 질 출혈
성인,임신 / 여성생식계,질 출혈,2차,3,질 출혈 - 정상 활력징후
성인,임신 / 여성생식계,질 출혈,2차,4,질 출혈 - 경증 / 점상 출혈
성인,임신 / 여성생식계,음순 부종,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,음순 부종,1차,2,혈역학적 장애
성인,임신 / 여성생식계,음순 부종,1차,2,의식변화
성인,임신 / 여성생식계,음순 부종,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,음순 부종,1차,2,패혈증 의증
성인,임신 / 여성생식계,음순 부종,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,음순 부종,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,음순 부종,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,음순 부종,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,음순 부종,1차,3,급성 말초성 중증 통증
성인,임신 / 여성생식계,음순 부종,1차,4,열 (건강해 보임)
성인,임신 / 여성생식계,음순 부종,1차,4,급성 말초성 중등도 통증
성인,임신 / 여성생식계,음순 부종,1차,5,급성 말초성 경증 통증
성인,임신 / 여성생식계,음순 부종,2차,5,음순 부종
성인,임신 / 여성생식계,20주 미만의 임신,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,20주 미만의 임신,1차,1,쇼크
성인,임신 / 여성생식계,20주 미만의 임신,1차,1,무의식
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,혈역학적 장애
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,의식변화
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,패혈증 의증
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,임신 / 여성생식계,20주 미만의 임신,1차,2,고위험성 사고기전
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,20주 미만의 임신,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,임신 / 여성생식계,20주 미만의 임신,1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,20주 미만의 임신,2차,2,주기적인 복부 뭉침 또는 허리 통증을 동반한 골반의 압박감
성인,임신 / 여성생식계,20주 미만의 임신,2차,2,다량의 질 출혈
성인,임신 / 여성생식계,20주 미만의 임신,2차,3,경증 / 중등도의 질 출혈
성인,임신 / 여성생식계,20주 미만의 임신,2차,3,복부의 뭉침
성인,임신 / 여성생식계,20주 미만의 임신,2차,3,양수누출의 가능성
성인,임신 / 여성생식계,20주 미만의 임신,2차,4,질 출혈 (점상출혈)
성인,임신 / 여성생식계,20주 미만의 임신,2차,5,핑크빛 점액성 분비물
성인,임신 / 여성생식계,20주 미만의 임신,2차,5,질 분비물
성인,임신 / 여성생식계,20주 이상의 임신,1차,1,중증 호흡곤란
성인,임신 / 여성생식계,20주 이상의 임신,1차,1,쇼크
성인,임신 / 여성생식계,20주 이상의 임신,1차,1,무의식
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,혈역학적 장애
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,의식변화
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,패혈증 의증
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,임신 / 여성생식계,20주 이상의 임신,1차,2,고위험성 사고기전
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,경증 호흡곤란
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,전신염증반응증후군
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,열 (아파 보임)
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,20주 이상의 임신,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,임신 / 여성생식계,20주 이상의 임신,1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,20주 이상의 임신,2차,1,태아의 일부분이 보이거나 탯줄 탈출
성인,임신 / 여성생식계,20주 이상의 임신,2차,1,지속되는 질 출혈
성인,임신 / 여성생식계,20주 이상의 임신,2차,1,발작 중 또는 발작 후 상태
성인,임신 / 여성생식계,20주 이상의 임신,2차,1,"임신 주수 >20주, 복부 관통상"
성인,임신 / 여성생식계,20주 이상의 임신,2차,1,태동이 없음
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,진통 (자궁수축 ≤5분)
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,예정이 없었거나 의도치 않은 출산
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,태동이 감소함
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,수축기 혈압 > 160mmHg 또는 이완기 혈압 > 100mmHg
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,두통 ± 부종 ± 상복부 통증 ± 시각장애 ± 뇌졸중 증상
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,"임신주수 > 20주, 주요 복부 둔상"
성인,임신 / 여성생식계,20주 이상의 임신,2차,2,고위험 물질의 오용
성인,임신 / 여성생식계,20주 이상의 임신,2차,3,진통 (자궁수축 >5분)
성인,임신 / 여성생식계,20주 이상의 임신,2차,3,"질 출혈, 현재는 멈춤"
성인,임신 / 여성생식계,20주 이상의 임신,2차,3,수축기 혈압 > 140mmHg 또는 이완기 혈압 > 90mmHg
성인,임신 / 여성생식계,20주 이상의 임신,2차,3,복부를 제외한 부위의 경증 외상
성인,임신 / 여성생식계,20주 이상의 임신,2차,3,양수 누출
성인,임신 / 여성생식계,20주 이상의 임신,2차,4,임신주수 >20주
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,1,중증 호흡곤란
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,1,쇼크
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,1,무의식
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,중등도 호흡곤란
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,혈역학적 장애
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,의식변화
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,"열, 면역저하 상태"
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,패혈증 의증
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,급성 중심성 중증 통증
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,2,고위험성 사고기전
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,경증 호흡곤란
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,전신염증반응증후군
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,열 (아파 보임)
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,급성 중심성 중등도 통증
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),1차,4,급성 중심성 경증 통증
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,1,발작 중 또는 발작 후 상태
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,핏덩이를 동반한 지속되는 질 출혈
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,수축기 혈압 > 160mmHg 또는 이완기 혈압 > 100mmHg
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,두통 ± 부종 ± 명치통증 ± 시각장애 ± 뇌졸중 증상
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,"오한, 상처의 발적 도는 화농성 분비물"
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,비정상적 질분비물을 동반한 골반 / 복부 통증
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,출산 72시간 이내의 배뇨통 또는 소변배출 장애
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,2,고위험 물질의 오용
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,3,출산후 5일 이내의 선홍색 / 점상출혈
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,3,수축기 혈압 > 140mmHg 또는 이완기 혈압 > 90mmHg
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,3,경막외 마취후 지속되는 두통
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,3,경증 / 중등도의 두통 ± 비체위성 (non-dependent) 부종
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,3,장액 / 혈액성의 분비물을 동반한 상처 발적 또는 부종
성인,임신 / 여성생식계,출산 후 문제 (6주 이내),2차,4,"출산후 10일 이상 경과한 출혈, 활력징후 정상"
성인,임신 / 여성생식계,질 통증 / 가려움,1차,3,급성 말초성 중증 통증
성인,임신 / 여성생식계,질 통증 / 가려움,1차,4,급성 말초성 중등도 통증
성인,임신 / 여성생식계,질 통증 / 가려움,1차,5,급성 말초성 경증 통증
성인,임신 / 여성생식계,질 통증 / 가려움,2차,5,"질 통증, 가려움 동반"
성인,눈,눈의 화학물질 노출,2차,2,눈의 화학물질 노출
성인,눈,눈의 이물질,1차,3,급성 말초성 중증 통증
성인,눈,눈의 이물질,1차,4,급성 말초성 중등도 통증
성인,눈,눈의 이물질,1차,5,급성 말초성 경증 통증
성인,눈,눈의 이물질,2차,2,이물질의 안구 관통
성인,눈,눈의 이물질,2차,2,급성 또는 갑작스런 시력변화
성인,눈,시력장애,2차,2,급성 / 갑작스런 시력변화
성인,눈,시력장애,2차,4,만성 / 점진적 시력변화
성인,눈,눈 통증,1차,2,급성 중심성 중증 통증
성인,눈,눈 통증,1차,3,급성 중심성 중등도 통증
성인,눈,눈 통증,1차,3,만성 중심성 중증 통증
성인,눈,눈 통증,1차,4,급성 중심성 경증 통증
성인,눈,눈 통증,1차,4,만성 중심성 중등도 통증
성인,눈,눈 통증,1차,5,만성 중심성 경증 통증
성인,눈,눈 통증,2차,2,급성 / 갑작스런 시력변화
성인,눈,눈 통증,2차,5,"눈 통증, 만성"
성인,눈,눈 충혈 / 분비물,1차,3,급성 말초성 중증 통증
성인,눈,눈 충혈 / 분비물,1차,4,급성 말초성 중등도 통증
성인,눈,눈 충혈 / 분비물,1차,4,만성 말초성 중증 통증
성인,눈,눈 충혈 / 분비물,1차,5,급성 말초성 경증 통증
성인,눈,눈 충혈 / 분비물,1차,5,만성 말초성 경증/중등도 통증
성인,눈,눈 충혈 / 분비물,2차,4,"눈 충혈 / 분비물 ,급성"
성인,눈,눈 충혈 / 분비물,2차,5,"눈 충혈 / 분비물, 만성"
성인,눈,눈부심,1차,2,급성 중심성 중증 통증
성인,눈,눈부심,1차,3,급성 중심성 중등도 통증
성인,눈,눈부심,1차,4,급성 중심성 경증 통증
성인,눈,눈부심,2차,4,눈부심
성인,눈,복시,2차,3,"급성 발병, 지속되는 증상"
성인,눈,복시,2차,4,만성 복시
성인,눈,안와주위 부종,1차,2,중등도 호흡곤란
성인,눈,안와주위 부종,1차,2,혈역학적 장애
성인,눈,안와주위 부종,1차,2,의식변화
성인,눈,안와주위 부종,1차,2,"열, 면역저하 상태"
성인,눈,안와주위 부종,1차,2,패혈증 의증
성인,눈,안와주위 부종,1차,3,경증 호흡곤란
성인,눈,안와주위 부종,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,눈,안와주위 부종,1차,3,전신염증반응증후군
성인,눈,안와주위 부종,1차,3,열 (아파 보임)
성인,눈,안와주위 부종,1차,3,급성 말초성 중증 통증
성인,눈,안와주위 부종,1차,4,열 (건강해 보임)
성인,눈,안와주위 부종,1차,4,급성 말초성 중등도 통증
성인,눈,안와주위 부종,1차,5,급성 말초성 경증 통증
성인,눈,안와주위 부종,2차,5,안와주위 부종
성인,눈,눈의 외상,1차,2,급성 중심성 중증 통증
성인,눈,눈의 외상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,눈,눈의 외상,1차,2,고위험성 사고기전
성인,눈,눈의 외상,1차,3,급성 중심성 중등도 통증
성인,눈,눈의 외상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,눈,눈의 외상,1차,4,급성 중심성 경증 통증
성인,눈,눈의 외상,2차,2,"관통 손상이나 화학물질, 직접적인 고열에 의한 손상"
성인,눈,눈의 외상,2차,2,둔상에 의한 시력소실
성인,눈,눈의 외상,2차,2,급성 / 갑작스런 시력 장애
성인,눈,눈의 외상,2차,2,분류 담당자가 눈을 확인할 수 없는 상태
성인,눈,눈의 외상,2차,4,눈의 외상
성인,근골격계,"목, 등, 허리 통증",1차,1,중증 호흡곤란
성인,근골격계,"목, 등, 허리 통증",1차,1,쇼크
성인,근골격계,"목, 등, 허리 통증",1차,1,무의식
성인,근골격계,"목, 등, 허리 통증",1차,2,중등도 호흡곤란
성인,근골격계,"목, 등, 허리 통증",1차,2,혈역학적 장애
성인,근골격계,"목, 등, 허리 통증",1차,2,의식변화
성인,근골격계,"목, 등, 허리 통증",1차,2,"열, 면역저하 상태"
성인,근골격계,"목, 등, 허리 통증",1차,2,패혈증 의증
성인,근골격계,"목, 등, 허리 통증",1차,2,급성 중심성 중증 통증
성인,근골격계,"목, 등, 허리 통증",1차,3,경증 호흡곤란
성인,근골격계,"목, 등, 허리 통증",1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,"목, 등, 허리 통증",1차,3,전신염증반응증후군
성인,근골격계,"목, 등, 허리 통증",1차,3,열 (아파 보임)
성인,근골격계,"목, 등, 허리 통증",1차,3,급성 중심성 중등도 통증
성인,근골격계,"목, 등, 허리 통증",1차,3,만성 중심성 중증 통증
성인,근골격계,"목, 등, 허리 통증",1차,4,열 (건강해 보임)
성인,근골격계,"목, 등, 허리 통증",1차,4,급성 중심성 경증 통증
성인,근골격계,"목, 등, 허리 통증",1차,4,만성 중심성 중등도 통증
성인,근골격계,"목, 등, 허리 통증",1차,5,만성 중심성 경증 통증
성인,근골격계,"목, 등, 허리 통증",2차,2,신경학적 손상 ± 장과 방광의 기능장애
성인,근골격계,"목, 등, 허리 통증",2차,5,"목, 등, 허리 통증"
성인,근골격계,"외상성 목, 등, 허리 손상",1차,1,중증 호흡곤란
성인,근골격계,"외상성 목, 등, 허리 손상",1차,1,쇼크
성인,근골격계,"외상성 목, 등, 허리 손상",1차,1,무의식
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,중등도 호흡곤란
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,혈역학적 장애
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,의식변화
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,"열, 면역저하 상태"
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,패혈증 의증
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,급성 중심성 중증 통증
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,"외상성 목, 등, 허리 손상",1차,2,고위험성 사고기전
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,경증 호흡곤란
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,전신염증반응증후군
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,열 (아파 보임)
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,급성 중심성 중등도 통증
성인,근골격계,"외상성 목, 등, 허리 손상",1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,"외상성 목, 등, 허리 손상",1차,4,열 (건강해 보임)
성인,근골격계,"외상성 목, 등, 허리 손상",1차,4,급성 중심성 경증 통증
성인,근골격계,"외상성 목, 등, 허리 손상",2차,2,신경학적 손상 ± 장과 방광의 기능장애
성인,근골격계,"외상성 목, 등, 허리 손상",2차,4,"외상성 목, 등, 허리 손상"
성인,근골격계,절단,1차,1,중증 호흡곤란
성인,근골격계,절단,1차,1,쇼크
성인,근골격계,절단,1차,1,무의식
성인,근골격계,절단,1차,2,중등도 호흡곤란
성인,근골격계,절단,1차,2,혈역학적 장애
성인,근골격계,절단,1차,2,의식변화
성인,근골격계,절단,1차,2,"열, 면역저하 상태"
성인,근골격계,절단,1차,2,패혈증 의증
성인,근골격계,절단,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,절단,1차,2,고위험성 사고기전
성인,근골격계,절단,1차,3,경증 호흡곤란
성인,근골격계,절단,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,절단,1차,3,전신염증반응증후군
성인,근골격계,절단,1차,3,열 (아파 보임)
성인,근골격계,절단,1차,3,급성 말초성 중증 통증
성인,근골격계,절단,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,절단,1차,4,열 (건강해 보임)
성인,근골격계,절단,2차,1,사지의 외상성 절단
성인,근골격계,절단,2차,2,손가락의 외상성 절단
성인,근골격계,절단,2차,2,발가락의 외상성 절단
성인,근골격계,절단,2차,3,절단
성인,근골격계,상지 통증,1차,1,중증 호흡곤란
성인,근골격계,상지 통증,1차,1,쇼크
성인,근골격계,상지 통증,1차,1,무의식
성인,근골격계,상지 통증,1차,2,중등도 호흡곤란
성인,근골격계,상지 통증,1차,2,혈역학적 장애
성인,근골격계,상지 통증,1차,2,의식변화
성인,근골격계,상지 통증,1차,2,"열, 면역저하 상태"
성인,근골격계,상지 통증,1차,2,패혈증 의증
성인,근골격계,상지 통증,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,상지 통증,1차,3,경증 호흡곤란
성인,근골격계,상지 통증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,상지 통증,1차,3,전신염증반응증후군
성인,근골격계,상지 통증,1차,3,열 (아파 보임)
성인,근골격계,상지 통증,1차,3,급성 말초성 중증 통증
성인,근골격계,상지 통증,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,상지 통증,1차,4,열 (건강해 보임)
성인,근골격계,상지 통증,1차,4,급성 말초성 중등도 통증
성인,근골격계,상지 통증,1차,4,만성 말초성 중증 통증
성인,근골격계,상지 통증,1차,5,급성 말초성 경증 통증
성인,근골격계,상지 통증,1차,5,만성 말초성 경증/중등도 통증
성인,근골격계,상지 통증,2차,2,신경혈관 장애
성인,근골격계,상지 통증,2차,3,"석고붕대가 꽉 끼어 아프고, 신경혈관 장애를 동반함"
성인,근골격계,상지 통증,2차,4,"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음"
성인,근골격계,상지 통증,2차,5,상지의 만성 경증 통증
성인,근골격계,하지 통증,1차,1,중증 호흡곤란
성인,근골격계,하지 통증,1차,1,쇼크
성인,근골격계,하지 통증,1차,1,무의식
성인,근골격계,하지 통증,1차,2,중등도 호흡곤란
성인,근골격계,하지 통증,1차,2,혈역학적 장애
성인,근골격계,하지 통증,1차,2,의식변화
성인,근골격계,하지 통증,1차,2,"열, 면역저하 상태"
성인,근골격계,하지 통증,1차,2,패혈증 의증
성인,근골격계,하지 통증,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,하지 통증,1차,3,경증 호흡곤란
성인,근골격계,하지 통증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,하지 통증,1차,3,전신염증반응증후군
성인,근골격계,하지 통증,1차,3,열 (아파 보임)
성인,근골격계,하지 통증,1차,3,급성 말초성 중증 통증
성인,근골격계,하지 통증,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,하지 통증,1차,4,열 (건강해 보임)
성인,근골격계,하지 통증,1차,4,급성 말초성 중등도 통증
성인,근골격계,하지 통증,1차,4,만성 말초성 중증 통증
성인,근골격계,하지 통증,1차,5,급성 말초성 경증 통증
성인,근골격계,하지 통증,1차,5,만성 말초성 경증/중등도 통증
성인,근골격계,하지 통증,2차,3,"석고붕대가 꽉 끼어 아프고, 신경혈관 장애를 동반함"
성인,근골격계,하지 통증,2차,4,"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음"
성인,근골격계,하지 통증,2차,5,하지의 만성 경증 통증
성인,근골격계,상지 손상,1차,1,중증 호흡곤란
성인,근골격계,상지 손상,1차,1,쇼크
성인,근골격계,상지 손상,1차,1,무의식
성인,근골격계,상지 손상,1차,2,중등도 호흡곤란
성인,근골격계,상지 손상,1차,2,혈역학적 장애
성인,근골격계,상지 손상,1차,2,의식변화
성인,근골격계,상지 손상,1차,2,"열, 면역저하 상태"
성인,근골격계,상지 손상,1차,2,패혈증 의증
성인,근골격계,상지 손상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,상지 손상,1차,2,고위험성 사고기전
성인,근골격계,상지 손상,1차,3,경증 호흡곤란
성인,근골격계,상지 손상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,상지 손상,1차,3,전신염증반응증후군
성인,근골격계,상지 손상,1차,3,열 (아파 보임)
성인,근골격계,상지 손상,1차,3,급성 말초성 중증 통증
성인,근골격계,상지 손상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,상지 손상,1차,4,열 (건강해 보임)
성인,근골격계,상지 손상,1차,4,급성 말초성 중등도 통증
성인,근골격계,상지 손상,1차,4,만성 말초성 중증 통증
성인,근골격계,상지 손상,1차,5,급성 말초성 경증 통증
성인,근골격계,상지 손상,1차,5,만성 말초성 경증/중등도 통증
성인,근골격계,상지 손상,2차,2,개방성 골절 또는 신경혈관 장애
성인,근골격계,상지 손상,2차,3,명백한 변형
성인,근골격계,상지 손상,2차,3,"석고붕대가 꽉 끼어 아프고, 신경혈관 장애를 동반함"
성인,근골격계,상지 손상,2차,4,"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음"
성인,근골격계,상지 손상,2차,5,상지의 외상
성인,근골격계,하지 손상 ,1차,1,중증 호흡곤란
성인,근골격계,하지 손상 ,1차,1,쇼크
성인,근골격계,하지 손상 ,1차,1,무의식
성인,근골격계,하지 손상 ,1차,2,중등도 호흡곤란
성인,근골격계,하지 손상 ,1차,2,혈역학적 장애
성인,근골격계,하지 손상 ,1차,2,의식변화
성인,근골격계,하지 손상 ,1차,2,"열, 면역저하 상태"
성인,근골격계,하지 손상 ,1차,2,패혈증 의증
성인,근골격계,하지 손상 ,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,근골격계,하지 손상 ,1차,2,고위험성 사고기전
성인,근골격계,하지 손상 ,1차,3,경증 호흡곤란
성인,근골격계,하지 손상 ,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,하지 손상 ,1차,3,전신염증반응증후군
성인,근골격계,하지 손상 ,1차,3,열 (아파 보임)
성인,근골격계,하지 손상 ,1차,3,급성 말초성 중증 통증
성인,근골격계,하지 손상 ,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,하지 손상 ,1차,4,열 (건강해 보임)
성인,근골격계,하지 손상 ,1차,4,급성 말초성 중등도 통증
성인,근골격계,하지 손상 ,1차,4,만성 말초성 중증 통증
성인,근골격계,하지 손상 ,1차,5,급성 말초성 경증 통증
성인,근골격계,하지 손상 ,1차,5,만성 말초성 경증/중등도 통증
성인,근골격계,하지 손상 ,2차,2,개방성 골절 또는 신경혈관 장애
성인,근골격계,하지 손상 ,2차,3,명백한 변형
성인,근골격계,하지 손상 ,2차,3,"석고붕대가 꽉 끼어 아프고, 신경혈관 장애를 동반함"
성인,근골격계,하지 손상 ,2차,4,"석고붕대가 꽉 끼어 아프지만, 신경혈관 장애는 없음"
성인,근골격계,하지 손상 ,2차,5,하지의 외상
성인,근골격계,관절 부종,1차,2,중등도 호흡곤란
성인,근골격계,관절 부종,1차,2,혈역학적 장애
성인,근골격계,관절 부종,1차,2,의식변화
성인,근골격계,관절 부종,1차,2,"열, 면역저하 상태"
성인,근골격계,관절 부종,1차,2,패혈증 의증
성인,근골격계,관절 부종,1차,3,경증 호흡곤란
성인,근골격계,관절 부종,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,근골격계,관절 부종,1차,3,전신염증반응증후군
성인,근골격계,관절 부종,1차,3,열 (아파 보임)
성인,근골격계,관절 부종,1차,3,급성 말초성 중증 통증
성인,근골격계,관절 부종,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,근골격계,관절 부종,1차,4,열 (건강해 보임)
성인,근골격계,관절 부종,1차,4,급성 말초성 중등도 통증
성인,근골격계,관절 부종,1차,4,만성 말초성 중증 통증
성인,근골격계,관절 부종,1차,5,급성 말초성 경증 통증
성인,근골격계,관절 부종,1차,5,만성 말초성 경증/중등도 통증
성인,근골격계,관절 부종,2차,5,관절 부종
성인,호흡기계,숨참,1차,1,중증 호흡곤란
성인,호흡기계,숨참,1차,1,쇼크
성인,호흡기계,숨참,1차,1,무의식
